Exterior_team,score_exterior,scorer_names_ext,Domicile_team,score_dom,scorer_names_dom,lieu_match,date,journee,region,clean_date,temp_max,temp_min,precipitations
Strasbourg,0,[],Lyon,3,"['M. Depay', 'K. Toko', 'M. Depay']",Lyon,2021/02/06,24,rh-ne-alpes,2021-02-06 19:00:00+01:00,15°,10°,1mm
Rennes,0,[],Lens,0,[],Lens,2021/02/06,24,nord-pas-de-calais,2021-02-06 21:00:00+01:00,8°,7°,16mm
Bordeaux,1,['U. Hwang'],Brest,2,"['S. Mounié', 'R. Faivre']",Brest,2021/02/07,24,bretagne,2021-02-07 13:00:00+01:00,6°,5°,1mm
Monaco,4,"['A. Golovine', 'A. Golovine', 'A. Golovine', 'K. Volland']",Nîmes,3,"['L. Deaux', 'Z. Ferhat', 'N. Eliasson']",Nîmes,2021/02/07,24,languedoc-roussillon,2021-02-07 15:00:00+01:00,13°,10°,1mm
Metz,0,[],Saint-Étienne,1,['J. Boye'],Saint-Étienne,2021/02/07,24,rh-ne-alpes,2021-02-07 15:00:00+01:00,8°,6°,25mm
Angers,0,[],Nice,3,"['S. Doumbia', 'M. Maolida', 'A. Gouiri']",Nice,2021/02/07,24,provence-alpes-c-te-d-azur,2021-02-07 15:00:00+01:00,13°,12°,10mm
Dijon,2,"['S. Coulibaly', 'M. Konaté']",Montpellier,4,"['G. Laborde', 'G. Laborde', 'T. Savanier', 'P. Skuletic']",Montpellier,2021/02/07,24,languedoc-roussillon,2021-02-07 15:00:00+01:00,12°,10°,1mm
Lille,2,"['J. David', 'J. David']",Nantes,0,[],Nantes,2021/02/07,24,pays-de-la-loire,2021-02-07 17:00:00+01:00,8°,4°,1mm
Paris-SG,2,"['K. Mbappé', 'M. Icardi']",Marseille,0,[],Marseille,2021/02/07,24,provence-alpes-c-te-d-azur,2021-02-07 21:00:00+01:00,12°,11°,4mm
Nice,1,['R. Lopes'],Paris-SG,2,"['J. Draxler', 'M. Kean']",Paris,2021/02/13,25,ile-de-france,2021-02-13 17:00:00+01:00,1°,-4°,0mm
Lens,1,['F. Sotoca'],Reims,1,['A. Zeneli'],Reims,2021/02/13,25,champagne-ardenne,2021-02-13 19:00:00+01:00,0°,-5°,0mm
Montpellier,2,"['T. Savanier', 'S. Wahi']",Lyon,1,['L. Paqueta'],Lyon,2021/02/13,25,rh-ne-alpes,2021-02-13 21:00:00+01:00,-2°,-5°,3mm
Lorient,2,"['T. Moffi', 'T. Moffi']",Monaco,2,"['W. Ben', 'W. Ben']",Monaco,2021/02/14,25,provence-alpes-c-te-d-azur,2021-02-14 13:00:00+01:00,8°,5°,1mm
Saint-Étienne,2,"['D. Bouanga', 'A. Nordin']",Rennes,0,[],Rennes,2021/02/14,25,bretagne,2021-02-14 15:00:00+01:00,5°,-3°,1mm
Strasbourg,2,"['A. Thomasson', 'A. Thomasson']",Metz,1,['T. Delaine'],Metz,2021/02/14,25,lorraine,2021-02-14 15:00:00+01:00,2°,-5°,0mm
Nantes,3,"['M. Simon', 'I. Louza', 'A. Bamba']",Angers,1,['T. Mangani'],Angers,2021/02/14,25,pays-de-la-loire,2021-02-14 15:00:00+01:00,6°,-3°,0mm
Nîmes,2,"['R. Ripart', 'N. Eliasson']",Dijon,0,[],Dijon,2021/02/14,25,bourgogne,2021-02-14 15:00:00+01:00,2°,-7°,0mm
Brest,0,[],Lille,0,[],Lille,2021/02/14,25,nord-pas-de-calais,2021-02-14 17:05:00+01:00,3°,-3°,0mm
Marseille,0,[],Bordeaux,0,[],Bordeaux,2021/02/14,25,aquitaine,2021-02-14 21:00:00+01:00,12°,4°,0mm
Lyon,3,"['L. Paqueta', 'H. Aouar', 'M. Depay']",Brest,2,"['B. Chardonnet', 'I. Cardona']",Brest,2021/02/19,26,bretagne,2021-02-19 21:00:00+01:00,11°,9°,3mm
Reims,1,['E. Touré'],Saint-Étienne,1,['C. Abi'],Saint-Étienne,2021/02/20,26,rh-ne-alpes,2021-02-20 13:00:00+01:00,14°,4°,0mm
Marseille,1,['D. Payet'],Nantes,1,['L. Blas'],Nantes,2021/02/20,26,pays-de-la-loire,2021-02-20 17:00:00+01:00,17°,11°,0mm
Rennes,1,['S. Guirassy'],Montpellier,2,"['S. Mavididi', 'S. Mavididi']",Montpellier,2021/02/21,26,languedoc-roussillon,2021-02-21 13:00:00+01:00,13°,10°,0mm
Dijon,1,['G. Ngonda'],Lens,2,"['S. Fofana', 'S. Banza']",Lens,2021/02/21,26,nord-pas-de-calais,2021-02-21 15:00:00+01:00,14°,8°,0mm
Metz,2,"['B. Kouyaté', 'M. Gueye']",Nice,1,['A. Gouiri'],Nice,2021/02/21,26,provence-alpes-c-te-d-azur,2021-02-21 15:00:00+01:00,13°,10°,0mm
Angers,0,[],Strasbourg,0,[],Strasbourg,2021/02/21,26,alsace,2021-02-21 15:00:00+01:00,16°,8°,0mm
Bordeaux,0,[],Nîmes,2,"['B. Meling', 'R. Ripart']",Nîmes,2021/02/21,26,languedoc-roussillon,2021-02-21 15:00:00+01:00,16°,9°,0mm
Lille,4,"['A. Gravillon', 'J. Fonte', 'J. Ikoné', '+1 D.']",Lorient,1,['J. Hergault'],Lorient,2021/02/21,26,bretagne,2021-02-21 17:05:00+01:00,12°,10°,2mm
Monaco,2,"['S. Diop', 'G. Maripan']",Paris-SG,0,[],Paris,2021/02/21,26,ile-de-france,2021-02-21 21:00:00+01:00,15°,9°,0mm
Nice,2,"['A. Gouiri', 'F. Daniliuc']",Rennes,1,['M. Terrier'],Rennes,2021/02/26,27,bretagne,2021-02-26 21:00:00+01:00,10°,3°,0mm
Metz,2,"['T. Delaine', '+1 V.']",Bordeaux,1,['S. Kalu'],Bordeaux,2021/02/27,27,aquitaine,2021-02-27 13:00:00+01:00,13°,6°,0mm
Paris-SG,4,"['M. Kean', 'K. Mbappé', 'K. Mbappé', 'D. Pereira']",Dijon,0,[],Dijon,2021/02/27,27,bourgogne,2021-02-27 17:00:00+01:00,10°,5°,3mm
Brest,0,[],Monaco,2,"['S. Jovetic', 'K. Volland']",Monaco,2021/02/28,27,provence-alpes-c-te-d-azur,2021-02-28 13:00:00+01:00,15°,13°,0mm
Lens,2,"['J. Clauss', '+2 A.']",Angers,2,"['L. Diony', 'T. Mangani']",Angers,2021/02/28,27,pays-de-la-loire,2021-02-28 15:00:00+01:00,10°,3°,0mm
Montpellier,0,[],Reims,0,[],Reims,2021/02/28,27,champagne-ardenne,2021-02-28 15:00:00+01:00,11°,3°,0mm
Saint-Étienne,1,['H. Moukoudi'],Lorient,2,"['A. Laurienté', 'A. Laurienté']",Lorient,2021/02/28,27,bretagne,2021-02-28 15:00:00+01:00,11°,4°,0mm
Nantes,1,['L. Blas'],Nîmes,1,['M. Koné'],Nîmes,2021/02/28,27,languedoc-roussillon,2021-02-28 15:00:00+01:00,15°,8°,4mm
Strasbourg,1,['L. Ajorque'],Lille,1,['J. Fonte'],Lille,2021/02/28,27,nord-pas-de-calais,2021-02-28 17:05:00+01:00,11°,5°,0mm
Lyon,1,['K. Toko'],Marseille,1,['A. Milik'],Marseille,2021/02/28,27,provence-alpes-c-te-d-azur,2021-02-28 21:00:00+01:00,14°,12°,4mm
Rennes,0,[],Lyon,1,['H. Aouar'],Lyon,2021/03/03,28,rh-ne-alpes,2021-03-03 19:00:00+01:00,17°,7°,0mm
Angers,1,['A. Fulgini'],Metz,0,[],Metz,2021/03/03,28,lorraine,2021-03-03 19:00:00+01:00,14°,4°,0mm
Lens,3,"['F. Sotoca', 'A. Kalimuendo', '+3 D.']",Saint-Étienne,2,"['H. Moukoudi', 'D. Bouanga']",Saint-Étienne,2021/03/03,28,rh-ne-alpes,2021-03-03 19:00:00+01:00,16°,2°,0mm
Nîmes,1,['L. Landre'],Nice,2,"['A. Gouiri', 'A. Claude-Maurice']",Nice,2021/03/03,28,provence-alpes-c-te-d-azur,2021-03-03 19:00:00+01:00,13°,11°,0mm
Dijon,1,['R. Assalé'],Brest,3,"['F. Honorat', 'S. Mounié', 'I. Cardona']",Brest,2021/03/03,28,bretagne,2021-03-03 19:00:00+01:00,12°,9°,5mm
Marseille,0,[],Lille,2,"['J. David', 'J. David']",Lille,2021/03/03,28,nord-pas-de-calais,2021-03-03 21:00:00+01:00,15°,7°,1mm
Paris-SG,1,['P. Sarabia'],Bordeaux,0,[],Bordeaux,2021/03/03,28,aquitaine,2021-03-03 21:00:00+01:00,19°,9°,0mm
Monaco,0,[],Strasbourg,1,['F. Guilbert'],Strasbourg,2021/03/03,28,alsace,2021-03-03 21:00:00+01:00,15°,5°,0mm
Lorient,1,['A. Grbic'],Montpellier,1,['S. Mavididi'],Montpellier,2021/03/03,28,languedoc-roussillon,2021-03-03 21:00:00+01:00,13°,9°,0mm
Reims,2,"['G. Konan', 'Y. Abdelhamid']",Nantes,1,['M. Simon'],Nantes,2021/03/03,28,pays-de-la-loire,2021-03-03 21:00:00+01:00,15°,8°,3mm
Lyon,1,['+2 T.'],Reims,1,['M. Cafaro'],Reims,2021/03/12,29,champagne-ardenne,2021-03-12 21:00:00+01:00,10°,3°,3mm
Saint-Étienne,1,['W. Khazri'],Angers,0,[],Angers,2021/03/13,29,pays-de-la-loire,2021-03-13 13:00:00+01:00,10°,9°,7mm
Brest,1,['L. Brassier'],Marseille,3,"['A. Milik', 'F. Thauvin', 'M. Cuisance']",Marseille,2021/03/13,29,provence-alpes-c-te-d-azur,2021-03-13 17:00:00+01:00,13°,10°,0mm
Montpellier,1,['A. Delort'],Nîmes,1,['M. Koné'],Nîmes,2021/03/14,29,languedoc-roussillon,2021-03-14 13:00:00+01:00,13°,8°,0mm
Metz,2,"['V. Dias', 'T. Delaine']",Lens,2,"['J. Clauss', 'Y. Cahuzac']",Lens,2021/03/14,29,nord-pas-de-calais,2021-03-14 15:00:00+01:00,9°,4°,2mm
Strasbourg,0,[],Rennes,1,['B. Bourigeaud'],Rennes,2021/03/14,29,bretagne,2021-03-14 15:00:00+01:00,10°,2°,1mm
Nice,1,['M. Maolida'],Lorient,1,['Y. Wissa'],Lorient,2021/03/14,29,bretagne,2021-03-14 15:00:00+01:00,10°,5°,1mm
Bordeaux,3,"['U. Hwang', 'U. Hwang', 'N. De']",Dijon,1,['M. Konaté'],Dijon,2021/03/14,29,bourgogne,2021-03-14 15:00:00+01:00,7°,2°,3mm
Lille,0,[],Monaco,0,[],Monaco,2021/03/14,29,provence-alpes-c-te-d-azur,2021-03-14 17:05:00+01:00,14°,11°,1mm
Nantes,2,"['R. Kolo', 'M. Simon']",Paris-SG,1,['J. Draxler'],Paris,2021/03/14,29,ile-de-france,2021-03-14 21:00:00+01:00,10°,5°,2mm
Monaco,4,"['S. Jovetic', 'A. Tchouaméni', 'S. Diop', 'K. Diatta']",Saint-Étienne,0,[],Saint-Étienne,2021/03/19,30,rh-ne-alpes,2021-03-19 21:00:00+01:00,6°,-3°,1mm
Rennes,3,"['J. Doku', 'M. Terrier', 'S. Guirassy']",Metz,1,['P. Yade'],Metz,2021/03/20,30,lorraine,2021-03-20 13:00:00+01:00,5°,-2°,0mm
Marseille,0,[],Nice,3,"['K. Thuram', 'A. Gouiri', 'A. Claude-Maurice']",Nice,2021/03/20,30,provence-alpes-c-te-d-azur,2021-03-20 17:00:00+01:00,11°,7°,0mm
Lens,2,"['M. Haïdara', 'S. Fofana']",Strasbourg,1,['J. Bellegarde'],Strasbourg,2021/03/21,30,alsace,2021-03-21 13:00:00+01:00,7°,0°,1mm
Bordeaux,1,['U. Hwang'],Montpellier,3,"['J. Sambia', 'G. Laborde', 'S. Mavididi']",Montpellier,2021/03/21,30,languedoc-roussillon,2021-03-21 15:00:00+01:00,12°,4°,0mm
Angers,0,[],Brest,0,[],Brest,2021/03/21,30,bretagne,2021-03-21 15:00:00+01:00,10°,8°,1mm
Reims,1,['B. Dia'],Dijon,0,[],Dijon,2021/03/21,30,bourgogne,2021-03-21 15:00:00+01:00,9°,-2°,0mm
Lorient,1,['A. Laurienté'],Nantes,1,['R. Kolo'],Nantes,2021/03/21,30,pays-de-la-loire,2021-03-21 15:00:00+01:00,11°,2°,1mm
Nîmes,2,"['M. Koné', 'R. Ripart']",Lille,1,['Xeka 20’'],Lille,2021/03/21,30,nord-pas-de-calais,2021-03-21 17:05:00+01:00,10°,7°,1mm
Paris-SG,4,"['K. Mbappé', 'D. Pereira', 'A. Di', 'K. Mbappé']",Lyon,2,"['I. Slimani', 'M. Cornet']",Lyon,2021/03/21,30,rh-ne-alpes,2021-03-21 21:00:00+01:00,9°,-1°,0mm
Metz,0,[],Monaco,4,"['F. Fabregas', 'K. Volland', 'W. Ben', 'W. Ben']",Monaco,2021/04/03,31,provence-alpes-c-te-d-azur,2021-04-03 13:00:00+02:00,15°,13°,7mm
Lille,1,['J. David'],Paris-SG,0,[],Paris,2021/04/03,31,ile-de-france,2021-04-03 17:00:00+02:00,13°,4°,0mm
Lyon,1,['L. Paqueta'],Lens,1,['J. Clauss'],Lens,2021/04/03,31,nord-pas-de-calais,2021-04-03 21:00:00+02:00,11°,4°,0mm
Montpellier,1,['S. Mavididi'],Angers,1,['S. Bahoken'],Angers,2021/04/04,31,pays-de-la-loire,2021-04-04 13:00:00+02:00,14°,2°,0mm
Rennes,2,"['S. Guirassy', 'S. Guirassy']",Reims,2,"['B. Dia', 'G. Konan']",Reims,2021/04/04,31,champagne-ardenne,2021-04-04 15:00:00+02:00,12°,1°,0mm
Nice,2,"['K. Dolberg', 'K. Dolberg']",Nantes,1,['A. Touré'],Nantes,2021/04/04,31,pays-de-la-loire,2021-04-04 15:00:00+02:00,14°,1°,0mm
Strasbourg,3,"['L. Koné', 'H. Diallo', 'L. Ajorque']",Bordeaux,2,"['P. Baysse', 'U. Hwang']",Bordeaux,2021/04/04,31,aquitaine,2021-04-04 15:00:00+02:00,17°,6°,0mm
Brest,0,[],Lorient,1,['L. Abergel'],Lorient,2021/04/04,31,bretagne,2021-04-04 15:00:00+02:00,14°,2°,0mm
Saint-Étienne,2,"['W. Khazri', 'D. Bouanga']",Nîmes,0,[],Nîmes,2021/04/04,31,languedoc-roussillon,2021-04-04 17:05:00+02:00,13°,9°,0mm
Dijon,0,[],Marseille,2,"['L. Balerdi', 'A. Gonzalez']",Marseille,2021/04/04,31,provence-alpes-c-te-d-azur,2021-04-04 21:00:00+02:00,15°,14°,1mm
Lille,2,"['B. Yilmaz', 'M. Çelik']",Metz,0,[],Metz,2021/04/09,32,lorraine,2021-04-09 21:00:00+02:00,13°,2°,1mm
Paris-SG,4,"['K. Mbappé', 'P. Sarabia', 'M. Kean', 'L. Paredes']",Strasbourg,1,['M. Sahi'],Strasbourg,2021/04/10,32,alsace,2021-04-10 17:00:00+02:00,17°,9°,3mm
Marseille,3,"['A. Milik', '+2 P.', 'L. Perrin']",Montpellier,3,"['A. Delort', 'G. Laborde', 'G. Laborde']",Montpellier,2021/04/10,32,languedoc-roussillon,2021-04-10 21:00:00+02:00,11°,9°,16mm
Nantes,0,[],Rennes,1,['M. Terrier'],Rennes,2021/04/11,32,bretagne,2021-04-11 13:00:00+02:00,7°,4°,3mm
Lorient,1,['T. Moffi'],Lens,4,"['G. Kakuta', 'C. Jean', 'A. Kalimuendo', 'S. Banza']",Lens,2021/04/11,32,nord-pas-de-calais,2021-04-11 15:00:00+02:00,3°,1°,16mm
Reims,0,[],Nice,0,[],Nice,2021/04/11,32,provence-alpes-c-te-d-azur,2021-04-11 15:00:00+02:00,11°,10°,30mm
Bordeaux,1,['U. Hwang'],Saint-Étienne,4,"['W. Khazri', 'W. Khazri', 'W. Khazri', 'Z. Youssouf']",Saint-Étienne,2021/04/11,32,rh-ne-alpes,2021-04-11 15:00:00+02:00,14°,9°,14mm
Nîmes,1,['M. Koné'],Brest,1,['B. Chardonnet'],Brest,2021/04/11,32,bretagne,2021-04-11 15:00:00+02:00,7°,5°,1mm
Dijon,0,[],Monaco,3,"['S. Jovetic', 'W. Ben', 'W. Ben']",Monaco,2021/04/11,32,provence-alpes-c-te-d-azur,2021-04-11 17:05:00+02:00,12°,11°,29mm
Angers,0,[],Lyon,3,"['M. Depay', 'L. Paqueta', 'M. Depay']",Lyon,2021/04/11,32,rh-ne-alpes,2021-04-11 21:00:00+02:00,15°,11°,14mm
Montpellier,1,['A. Delort'],Lille,1,['L. Araujo'],Lille,2021/04/16,33,nord-pas-de-calais,2021-04-16 21:00:00+02:00,11°,2°,0mm
Rennes,3,"['+1 J.', 'M. Terrier', '+1 S.']",Angers,0,[],Angers,2021/04/17,33,pays-de-la-loire,2021-04-17 12:45:00+02:00,12°,1°,1mm
Lorient,2,"['T. Moffi', 'T. Moffi']",Marseille,3,"['D. Payet', 'P. Lirola', 'P. Lirola']",Marseille,2021/04/17,33,provence-alpes-c-te-d-azur,2021-04-17 17:00:00+02:00,13°,9°,0mm
Saint-Étienne,2,"['D. Bouanga', '+2 R.']",Paris-SG,3,"['K. Mbappé', 'K. Mbappé', 'M. Icardi']",Paris,2021/04/18,33,ile-de-france,2021-04-18 13:00:00+02:00,12°,5°,0mm
