Exterior_team,score_exterior,scorer_names_ext,Domicile_team,score_dom,scorer_names_dom,lieu_match,date,journee,region,clean_date,temp_max,temp_min,precipitations
Nantes,1,['A. Touré'],Lens,1,['G. Kakuta'],Lens,2020/11/25,8,nord-pas-de-calais,2020-11-25 19:00:00+01:00,10°,6°,0mm
Brest,1,['F. Honorat'],Rennes,2,"['D. Da', 'N. Aguerd']",Rennes,2020/10/31,9,bretagne,2020-10-31 17:00:00+01:00,15°,10°,2mm
Paris-SG,3,"['A. Herrera', 'K. Mbappé', 'P. Sarabia']",Nantes,0,[],Nantes,2020/10/31,9,pays-de-la-loire,2020-10-31 21:00:00+01:00,17°,11°,0mm
Montpellier,1,['S. Mavididi'],Saint-Étienne,0,[],Saint-Étienne,2020/11/01,9,rh-ne-alpes,2020-11-01 13:00:00+01:00,20°,11°,0mm
Nice,3,"['R. Lopes', 'P. Lees-Melou', 'H. Boudaoui']",Angers,0,[],Angers,2020/11/01,9,pays-de-la-loire,2020-11-01 15:00:00+01:00,18°,17°,5mm
Metz,1,['M. Gueye'],Nîmes,0,[],Nîmes,2020/11/01,9,languedoc-roussillon,2020-11-01 15:00:00+01:00,21°,12°,0mm
Lorient,0,[],Dijon,0,[],Dijon,2020/11/01,9,bourgogne,2020-11-01 15:00:00+01:00,15°,12°,5mm
Strasbourg,1,['L. Ajorque'],Reims,2,"['B. Kamara', 'W. Faes']",Reims,2020/11/01,9,champagne-ardenne,2020-11-01 15:00:00+01:00,15°,14°,2mm
Bordeaux,0,[],Monaco,4,"['W. Ben', 'G. Martins', 'K. Volland', 'K. Volland']",Monaco,2020/11/01,9,provence-alpes-c-te-d-azur,2020-11-01 17:00:00+01:00,18°,17°,0mm
Lyon,1,['M. Çelik'],Lille,1,['J. Bamba'],Lille,2020/11/01,9,nord-pas-de-calais,2020-11-01 21:00:00+01:00,17°,12°,1mm
Lens,1,['S. Banza'],Marseille,0,[],Marseille,2021/01/20,9,provence-alpes-c-te-d-azur,2021-01-20 21:00:00+01:00,13°,12°,6mm
Marseille,1,['M. Sanson'],Strasbourg,0,[],Strasbourg,2020/11/06,10,alsace,2020-11-06 21:00:00+01:00,13°,5°,0mm
Montpellier,2,"['F. Mollet', 'A. Delort']",Bordeaux,0,[],Bordeaux,2020/11/07,10,aquitaine,2020-11-07 17:00:00+01:00,18°,16°,4mm
Rennes,0,[],Paris-SG,3,"['M. Kean', 'A. Di', 'D. Da']",Paris,2020/11/07,10,ile-de-france,2020-11-07 21:00:00+01:00,17°,10°,0mm
Lille,2,"['+3 B.', 'B. Yilmaz']",Brest,3,"['R. Pierre-Gabriel', 'R. Perraud', 'I. Cardona']",Brest,2020/11/08,10,bretagne,2020-11-08 13:00:00+01:00,17°,13°,1mm
Reims,4,"['M. Cafaro', 'B. Dia', 'F. Medina', 'B. Dia']",Lens,4,"['S. Banza', 'T. Foket', 'F. Sotoca', 'F. Sotoca']",Lens,2020/11/08,10,nord-pas-de-calais,2020-11-08 15:00:00+01:00,16°,10°,0mm
Dijon,1,['M. Baldé'],Metz,1,['P. Yade'],Metz,2020/11/08,10,lorraine,2020-11-08 15:00:00+01:00,14°,9°,1mm
Angers,5,"['M. Pereira', 'S. Bahoken', 'S. Bahoken', 'L. Diony', '+4 J.']",Nîmes,1,['M. Koné'],Nîmes,2020/11/08,10,languedoc-roussillon,2020-11-08 15:00:00+01:00,19°,15°,33mm
Nantes,2,"['A. Bamba', 'L. Blas']",Lorient,0,[],Lorient,2020/11/08,10,bretagne,2020-11-08 15:00:00+01:00,17°,14°,1mm
Monaco,2,"['A. Disasi', 'S. Diop']",Nice,1,['P. Lees-Melou'],Nice,2020/11/08,10,provence-alpes-c-te-d-azur,2020-11-08 17:00:00+01:00,17°,15°,1mm
Saint-Étienne,1,['A. Lopes'],Lyon,2,"['T. Kadewere', 'T. Kadewere']",Lyon,2020/11/08,10,rh-ne-alpes,2020-11-08 21:00:00+01:00,15°,12°,4mm
Bordeaux,1,['H. Ben'],Rennes,0,[],Rennes,2020/11/20,11,bretagne,2020-11-20 19:00:00+01:00,11°,4°,0mm
Paris-SG,2,"['K. Mbappé', 'K. Mbappé']",Monaco,3,"['K. Volland', 'K. Volland', 'F. Fabregas']",Monaco,2020/11/20,11,provence-alpes-c-te-d-azur,2020-11-20 21:00:00+01:00,15°,14°,3mm
Saint-Étienne,1,['M. Camara'],Brest,4,"['F. Honorat', 'J. Duverne', 'I. Cardona', 'S. Mounié']",Brest,2020/11/21,11,bretagne,2020-11-21 17:00:00+01:00,12°,9°,1mm
Metz,1,['+4 A.'],Nantes,1,['R. Kolo'],Nantes,2020/11/22,11,pays-de-la-loire,2020-11-22 13:00:00+01:00,12°,6°,0mm
Strasbourg,3,"['K. Lala', 'H. Diallo', 'L. Ajorque']",Montpellier,4,"['P. Mendes', 'A. Delort', 'A. Delort', 'G. Laborde']",Montpellier,2020/11/22,11,languedoc-roussillon,2020-11-22 15:00:00+01:00,12°,6°,0mm
Lens,1,['A. Kalimuendo'],Dijon,0,[],Dijon,2020/11/22,11,bourgogne,2020-11-22 15:00:00+01:00,6°,1°,0mm
Nîmes,1,['R. Ripart'],Reims,0,[],Reims,2020/11/22,11,champagne-ardenne,2020-11-22 15:00:00+01:00,9°,4°,0mm
Lyon,1,['T. Kadewere'],Angers,0,[],Angers,2020/11/22,11,pays-de-la-loire,2020-11-22 17:00:00+01:00,11°,5°,0mm
Lorient,0,[],Lille,4,"['Y. Yazici', 'Y. Yazici', 'L. Araujo', 'J. David']",Lille,2020/11/22,11,nord-pas-de-calais,2020-11-22 21:00:00+01:00,11°,10°,4mm
Nice,2,"['A. Gouiri', 'M. Sellouki']",Marseille,3,"['A. Gonzalez', 'S. Khaoui', 'S. Khaoui']",Marseille,2021/02/17,11,provence-alpes-c-te-d-azur,2021-02-17 21:00:00+01:00,13°,10°,1mm
Rennes,1,['A. Hunou'],Strasbourg,1,['A. Thomasson'],Strasbourg,2020/11/27,12,alsace,2020-11-27 21:00:00+01:00,8°,3°,0mm
Nantes,1,['L. Blas'],Marseille,3,"['F. Thauvin', 'D. Payet', 'D. Benedetto']",Marseille,2020/11/28,12,provence-alpes-c-te-d-azur,2020-11-28 17:00:00+01:00,16°,15°,4mm
Bordeaux,2,"['T. Pembélé', 'Y. Adli']",Paris-SG,2,"['Neymar 27’', 'M. Kean']",Paris,2020/11/28,12,ile-de-france,2020-11-28 21:00:00+01:00,12°,7°,0mm
Reims,0,[],Lyon,3,"['K. Toko', 'B. Guimaraes', 'M. Dembélé']",Lyon,2020/11/29,12,rh-ne-alpes,2020-11-29 13:00:00+01:00,6°,4°,0mm
Angers,3,"['M. Pereira', 'S. Bahoken', '+2 P.']",Lens,1,['A. Kalimuendo'],Lens,2020/11/29,12,nord-pas-de-calais,2020-11-29 15:00:00+01:00,7°,4°,0mm
Montpellier,1,['P. Skuletic'],Lorient,0,[],Lorient,2020/11/29,12,bretagne,2020-11-29 15:00:00+01:00,12°,7°,0mm
Nîmes,0,[],Monaco,3,"['S. Diop', 'G. Martins', 'K. Volland']",Monaco,2020/11/29,12,provence-alpes-c-te-d-azur,2020-11-29 15:00:00+01:00,16°,13°,0mm
Brest,2,"['I. Cardona', 'I. Cardona']",Metz,0,[],Metz,2020/11/29,12,lorraine,2020-11-29 15:00:00+01:00,2°,0°,0mm
Dijon,3,"['M. Baldé', 'G. Ngonda', 'M. Baldé']",Nice,1,['A. Gouiri'],Nice,2020/11/29,12,provence-alpes-c-te-d-azur,2020-11-29 17:00:00+01:00,15°,13°,0mm
Lille,1,['J. Ikoné'],Saint-Étienne,1,['W. Khazri'],Saint-Étienne,2020/11/29,12,rh-ne-alpes,2020-11-29 21:00:00+01:00,8°,-1°,0mm
Marseille,2,"['D. Benedetto', 'V. Germain']",Nîmes,0,[],Nîmes,2020/12/04,13,languedoc-roussillon,2020-12-04 21:00:00+01:00,10°,8°,2mm
Lens,2,"['A. Kalimuendo', 'I. Ganago']",Rennes,0,[],Rennes,2020/12/05,13,bretagne,2020-12-05 17:00:00+01:00,6°,2°,6mm
Paris-SG,3,"['C. Dagba', 'M. Kean', '+1 K.']",Montpellier,1,['S. Mavididi'],Montpellier,2020/12/05,13,languedoc-roussillon,2020-12-05 21:00:00+01:00,11°,5°,0mm
Monaco,1,['P. Pellegri'],Lille,2,"['J. David', 'Y. Yazici']",Lille,2020/12/06,13,nord-pas-de-calais,2020-12-06 13:00:00+01:00,5°,2°,0mm
Lorient,0,[],Angers,2,"['A. Fulgini', 'P. Capelle']",Angers,2020/12/06,13,pays-de-la-loire,2020-12-06 15:00:00+01:00,6°,2°,2mm
Brest,0,[],Bordeaux,1,['H. Ben'],Bordeaux,2020/12/06,13,aquitaine,2020-12-06 15:00:00+01:00,10°,7°,4mm
Strasbourg,4,"['D. Liénard', 'H. Diallo', 'L. Ajorque', 'K. Zohi']",Nantes,0,[],Nantes,2020/12/06,13,pays-de-la-loire,2020-12-06 15:00:00+01:00,8°,5°,4mm
Saint-Étienne,0,[],Dijon,0,[],Dijon,2020/12/06,13,bourgogne,2020-12-06 15:00:00+01:00,4°,-1°,0mm
Nice,0,[],Reims,0,[],Reims,2020/12/06,13,champagne-ardenne,2020-12-06 17:00:00+01:00,5°,0°,0mm
Lyon,3,"['M. Depay', 'K. Toko', 'K. Toko']",Metz,1,['F. Boulaya'],Metz,2020/12/06,13,lorraine,2020-12-06 21:00:00+01:00,4°,1°,0mm
Angers,0,[],Saint-Étienne,0,[],Saint-Étienne,2020/12/11,14,rh-ne-alpes,2020-12-11 21:00:00+01:00,7°,4°,12mm
Monaco,1,['W. Ben'],Marseille,2,"['F. Thauvin', 'D. Benedetto']",Marseille,2020/12/12,14,provence-alpes-c-te-d-azur,2020-12-12 17:00:00+01:00,12°,9°,7mm
Montpellier,3,"['S. Mavididi', 'P. Mendes', 'G. Laborde']",Lens,2,"['J. Omlin', 'G. Kakuta']",Lens,2020/12/12,14,nord-pas-de-calais,2020-12-12 21:00:00+01:00,9°,7°,3mm
Rennes,1,['M. Niang'],Nice,0,[],Nice,2020/12/13,14,provence-alpes-c-te-d-azur,2020-12-13 13:00:00+01:00,13°,9°,0mm
Reims,1,['A. Zeneli'],Brest,2,"['F. Honorat', 'S. Mounié']",Brest,2020/12/13,14,bretagne,2020-12-13 15:00:00+01:00,13°,10°,10mm
Metz,2,"['D. Bronn', 'O. Nguette']",Strasbourg,2,"['M. Simakan', 'A. Thomasson']",Strasbourg,2020/12/13,14,alsace,2020-12-13 15:00:00+01:00,8°,6°,3mm
Dijon,1,['M. Konaté'],Nantes,1,['M. Simon'],Nantes,2020/12/13,14,pays-de-la-loire,2020-12-13 15:00:00+01:00,12°,7°,2mm
Nîmes,0,[],Lorient,3,"['Q. Boisgard', 'P. Hamel', 'Y. Wissa']",Lorient,2020/12/13,14,bretagne,2020-12-13 15:00:00+01:00,14°,10°,13mm
Bordeaux,1,['T. Basic'],Lille,2,"['J. Bamba', 'J. Fonte']",Lille,2020/12/13,14,nord-pas-de-calais,2020-12-13 17:00:00+01:00,7°,4°,1mm
Lyon,1,['T. Kadewere'],Paris-SG,0,[],Paris,2020/12/13,14,ile-de-france,2020-12-13 21:00:00+01:00,7°,5°,1mm
Lille,2,"['Y. Yazici', '+3 T.']",Dijon,0,[],Dijon,2020/12/16,15,bourgogne,2020-12-16 19:00:00+01:00,10°,7°,1mm
Metz,2,"['A. Leya', 'H. Maïga']",Montpellier,0,[],Montpellier,2020/12/16,15,languedoc-roussillon,2020-12-16 19:00:00+01:00,14°,12°,9mm
Strasbourg,2,"['H. Diallo', '+1 L.']",Angers,0,[],Angers,2020/12/16,15,pays-de-la-loire,2020-12-16 19:00:00+01:00,12°,6°,2mm
Nice,2,"['D. Ndoye', '+4 A.']",Nîmes,0,[],Nîmes,2020/12/16,15,languedoc-roussillon,2020-12-16 19:00:00+01:00,15°,11°,5mm
Nantes,2,"['N. Pallois', 'L. Blas']",Reims,3,"['E. Touré', 'B. Dia', 'M. Cafaro']",Reims,2020/12/16,15,champagne-ardenne,2020-12-16 19:00:00+01:00,9°,5°,0mm
Brest,2,"['A. Lopes', '+3 R.']",Lyon,2,"['M. Depay', 'M. Cornet']",Lyon,2020/12/16,15,rh-ne-alpes,2020-12-16 21:00:00+01:00,12°,7°,24mm
Lorient,0,[],Paris-SG,2,"['K. Mbappé', 'M. Kean']",Paris,2020/12/16,15,ile-de-france,2020-12-16 21:00:00+01:00,10°,7°,0mm
Marseille,1,['P. Gueye'],Rennes,2,"['H. Traoré', 'A. Hunou']",Rennes,2020/12/16,15,bretagne,2020-12-16 21:00:00+01:00,11°,8°,1mm
Lens,3,"['I. Sylla', 'S. Banza', 'G. Kakuta']",Monaco,0,[],Monaco,2020/12/16,15,provence-alpes-c-te-d-azur,2020-12-16 21:00:00+01:00,14°,12°,1mm
Saint-Étienne,2,"['A. Nordin', 'Y. Neyou']",Bordeaux,1,['U. Hwang'],Bordeaux,2020/12/16,15,aquitaine,2020-12-16 21:00:00+01:00,13°,8°,1mm
Lens,0,[],Metz,2,"['O. Nguette', 'F. Boulaya']",Metz,2020/12/19,16,lorraine,2020-12-19 17:00:00+01:00,10°,7°,1mm
Reims,1,['Y. Nagatomo'],Marseille,1,['F. Thauvin'],Marseille,2020/12/19,16,provence-alpes-c-te-d-azur,2020-12-19 19:00:00+01:00,15°,13°,1mm
Lyon,4,"['M. Depay', 'T. Kadewere', 'K. Toko', 'H. Aouar']",Nice,1,['A. Gouiri'],Nice,2020/12/19,16,provence-alpes-c-te-d-azur,2020-12-19 21:00:00+01:00,13°,12°,4mm
Montpellier,2,"['+1 G.', 'A. Delort']",Brest,2,"['R. Philippoteaux', 'B. Chardonnet']",Brest,2020/12/20,16,bretagne,2020-12-20 13:00:00+01:00,11°,9°,5mm
Monaco,1,['K. Volland'],Dijon,0,[],Dijon,2020/12/20,16,bourgogne,2020-12-20 15:00:00+01:00,10°,8°,18mm
Angers,1,['R. Thomas'],Nantes,1,['C. Traoré'],Nantes,2020/12/20,16,pays-de-la-loire,2020-12-20 15:00:00+01:00,12°,8°,1mm
Bordeaux,2,"['Pablo', 'Otavio']",Strasbourg,0,[],Strasbourg,2020/12/20,16,alsace,2020-12-20 15:00:00+01:00,8°,7°,14mm
Nîmes,2,"['M. Ahlinvi', 'R. Ripart']",Saint-Étienne,2,"['H. Moukoudi', 'A. Nordin']",Saint-Étienne,2020/12/20,16,rh-ne-alpes,2020-12-20 15:00:00+01:00,9°,8°,15mm
Rennes,3,"['D. Da', 'B. Bourigeaud', 'M. Terrier']",Lorient,0,[],Lorient,2020/12/20,16,bretagne,2020-12-20 17:00:00+01:00,12°,10°,5mm
Paris-SG,0,[],Lille,0,[],Lille,2020/12/20,16,nord-pas-de-calais,2020-12-20 21:00:00+01:00,9°,7°,0mm
Metz,0,[],Rennes,1,['C. Grenier'],Rennes,2020/12/23,17,bretagne,2020-12-23 19:00:00+01:00,14°,12°,21mm
Brest,1,['+4 G.'],Lens,2,"['A. Kalimuendo', 'F. Sotoca']",Lens,2020/12/23,17,nord-pas-de-calais,2020-12-23 19:00:00+01:00,12°,10°,35mm
Reims,3,"['Y. Abdelhamid', 'B. Dia', 'M. Munetsi']",Bordeaux,1,['U. Hwang'],Bordeaux,2020/12/23,17,aquitaine,2020-12-23 19:00:00+01:00,15°,11°,1mm
Lorient,2,"['T. Moffi', 'A. Grbic']",Nice,2,"['J. Lotomba', 'J. Reine-Adélaïde']",Nice,2020/12/23,17,provence-alpes-c-te-d-azur,2020-12-23 19:00:00+01:00,13°,12°,0mm
Dijon,3,"['M. Konaté', 'M. Baldé', '+4 M.']",Nîmes,1,['M. Ahlinvi'],Nîmes,2020/12/23,17,languedoc-roussillon,2020-12-23 19:00:00+01:00,14°,10°,1mm
Lille,3,"['T. Weah', 'J. Ikoné', 'B. Yilmaz']",Montpellier,2,"['G. Laborde', 'A. Delort']",Montpellier,2020/12/23,17,languedoc-roussillon,2020-12-23 21:00:00+01:00,13°,12°,1mm
Nantes,0,[],Lyon,3,"['K. Toko', 'T. Kadewere', 'L. Paqueta']",Lyon,2020/12/23,17,rh-ne-alpes,2020-12-23 21:00:00+01:00,13°,9°,0mm
Strasbourg,0,[],Paris-SG,4,"['T. Pembélé', 'K. Mbappé', 'I. Gueye', 'M. Kean']",Paris,2020/12/23,17,ile-de-france,2020-12-23 21:00:00+01:00,13°,12°,18mm
Marseille,1,['V. Rongier'],Angers,2,"['M. Pereira', 'L. Diony']",Angers,2020/12/23,17,pays-de-la-loire,2020-12-23 21:00:00+01:00,13°,12°,6mm
Saint-Étienne,2,"['M. Debuchy', 'D. Bouanga']",Monaco,2,"['S. Diop', 'K. Volland']",Monaco,2020/12/23,17,provence-alpes-c-te-d-azur,2020-12-23 21:00:00+01:00,14°,13°,0mm
Rennes,0,[],Nantes,0,[],Nantes,2021/01/06,18,pays-de-la-loire,2021-01-06 19:00:00+01:00,3°,-2°,0mm
Monaco,5,"['A. Disasi', 'A. Golovine', 'K. Volland', 'S. Diop', 'G. Maripan']",Lorient,2,"['T. Moffi', 'A. Gravillon']",Lorient,2021/01/06,18,bretagne,2021-01-06 19:00:00+01:00,4°,0°,0mm
Bordeaux,0,[],Metz,0,[],Metz,2021/01/06,18,lorraine,2021-01-06 19:00:00+01:00,1°,0°,2mm
Nice,0,[],Brest,2,"['S. Mounié', 'F. Honorat']",Brest,2021/01/06,18,bretagne,2021-01-06 19:00:00+01:00,5°,3°,8mm
Nîmes,0,[],Strasbourg,5,"['L. Ajorque', 'H. Diallo', 'K. Lala', 'L. Ajorque', 'A. Waris']",Strasbourg,2021/01/06,18,alsace,2021-01-06 19:00:00+01:00,2°,1°,6mm
Lens,2,"['F. Sotoca', 'C. Doucouré']",Lyon,3,"['M. Depay', 'S. Fortes', 'M. Depay']",Lyon,2021/01/06,18,rh-ne-alpes,2021-01-06 21:00:00+01:00,1°,-1°,1mm
Angers,2,"['R. Thomas', 'R. Thomas']",Lille,1,['B. Yilmaz'],Lille,2021/01/06,18,nord-pas-de-calais,2021-01-06 21:00:00+01:00,3°,1°,2mm
Paris-SG,1,['M. Kean'],Saint-Étienne,1,['R. Hamouma'],Saint-Étienne,2021/01/06,18,rh-ne-alpes,2021-01-06 21:00:00+01:00,-1°,-5°,1mm
Montpellier,1,['F. Mollet'],Marseille,3,"['N. Radonjic', 'D. Payet', 'V. Germain']",Marseille,2021/01/06,18,provence-alpes-c-te-d-azur,2021-01-06 21:00:00+01:00,6°,3°,0mm
Dijon,0,[],Reims,0,[],Reims,2021/01/06,18,champagne-ardenne,2021-01-06 21:00:00+01:00,2°,0°,1mm
Lyon,2,"['M. Depay', 'J. Denayer']",Rennes,2,"['C. Grenier', 'B. Bourigeaud']",Rennes,2021/01/09,19,bretagne,2021-01-09 21:00:00+01:00,4°,-2°,0mm
Brest,0,[],Paris-SG,3,"['M. Kean', 'M. Icardi', 'P. Sarabia']",Paris,2021/01/09,19,ile-de-france,2021-01-09 21:00:00+01:00,3°,1°,0mm
Lille,1,['B. Yilmaz'],Nîmes,0,[],Nîmes,2021/01/09,19,languedoc-roussillon,2021-01-09 21:00:00+01:00,4°,1°,0mm
Marseille,0,[],Dijon,0,[],Dijon,2021/01/09,19,bourgogne,2021-01-09 21:00:00+01:00,1°,-3°,0mm
Angers,0,[],Monaco,3,"['G. Maripan', 'K. Volland', 'S. Jovetic']",Monaco,2021/01/09,19,provence-alpes-c-te-d-azur,2021-01-09 21:00:00+01:00,7°,5°,1mm
Strasbourg,1,['H. Diallo'],Lens,0,[],Lens,2021/01/09,19,nord-pas-de-calais,2021-01-09 21:00:00+01:00,4°,1°,1mm
Nantes,1,['I. Louza'],Montpellier,1,['A. Oyongo'],Montpellier,2021/01/09,19,languedoc-roussillon,2021-01-09 21:00:00+01:00,6°,3°,0mm
Nice,1,['A. Gouiri'],Metz,1,['J. Boye'],Metz,2021/01/09,19,lorraine,2021-01-09 21:00:00+01:00,0°,-3°,1mm
Lorient,1,['T. Moffi'],Bordeaux,2,"['R. Oudin', 'R. Oudin']",Bordeaux,2021/01/09,19,aquitaine,2021-01-09 21:00:00+01:00,5°,0°,0mm
Saint-Étienne,1,['C. Abi'],Reims,3,"['B. Dia', 'B. Dia', 'M. Cafaro']",Reims,2021/01/09,19,champagne-ardenne,2021-01-09 21:00:00+01:00,2°,-1°,0mm
Monaco,3,"['K. Volland', 'W. Ben', 'W. Ben']",Montpellier,2,"['S. Wahi', 'A. Delort']",Montpellier,2021/01/15,20,languedoc-roussillon,2021-01-15 21:00:00+01:00,11°,9°,0mm
Nîmes,2,"['N. Eliasson', 'N. Eliasson']",Marseille,1,['D. Benedetto'],Marseille,2021/01/16,20,provence-alpes-c-te-d-azur,2021-01-16 17:00:00+01:00,7°,5°,0mm
Paris-SG,1,['L. Kurzawa'],Angers,0,[],Angers,2021/01/16,20,pays-de-la-loire,2021-01-16 21:00:00+01:00,5°,1°,4mm
Rennes,2,"['B. Bourigeaud', 'C. Grenier']",Brest,1,['F. Honorat'],Brest,2021/01/17,20,bretagne,2021-01-17 13:00:00+01:00,8°,6°,0mm
Lens,1,['G. Kakuta'],Nantes,1,['I. Louza'],Nantes,2021/01/17,20,pays-de-la-loire,2021-01-17 15:00:00+01:00,8°,4°,0mm
Bordeaux,3,"['U. Hwang', 'P. Baysse', 'T. Basic']",Nice,0,[],Nice,2021/01/17,20,provence-alpes-c-te-d-azur,2021-01-17 15:00:00+01:00,10°,7°,1mm
Saint-Étienne,0,[],Strasbourg,1,['L. Ajorque'],Strasbourg,2021/01/17,20,alsace,2021-01-17 15:00:00+01:00,2°,0°,8mm
Reims,1,['A. Zeneli'],Lille,2,"['J. Bamba', 'J. David']",Lille,2021/01/17,20,nord-pas-de-calais,2021-01-17 17:00:00+01:00,4°,2°,1mm
Metz,1,['+1 A.'],Lyon,0,[],Lyon,2021/01/17,20,rh-ne-alpes,2021-01-17 21:00:00+01:00,5°,1°,5mm
Dijon,2,"['B. Ecuele', 'M. Baldé']",Lorient,3,"['T. Chalobah', 'T. Moffi', 'A. Gravillon']",Lorient,2021/01/27,20,bretagne,2021-01-27 21:00:00+01:00,12°,10°,9mm
Montpellier,0,[],Paris-SG,4,"['K. Mbappé', 'Neymar 60’', 'M. Icardi', 'K. Mbappé']",Paris,2021/01/22,21,ile-de-france,2021-01-22 21:00:00+01:00,7°,5°,12mm
Nice,1,['Y. Atal'],Lens,0,[],Lens,2021/01/23,21,nord-pas-de-calais,2021-01-23 17:00:00+01:00,5°,3°,1mm
Marseille,1,['N. Radonjic'],Monaco,3,"['G. Maripan', 'A. Tchouaméni', 'S. Jovetic']",Monaco,2021/01/23,21,provence-alpes-c-te-d-azur,2021-01-23 21:00:00+01:00,12°,8°,7mm
Angers,1,['A. Fulgini'],Bordeaux,2,"['U. Hwang', 'U. Hwang']",Bordeaux,2021/01/24,21,aquitaine,2021-01-24 13:00:00+01:00,10°,6°,7mm
Nantes,0,[],Metz,2,"['A. Leya', 'F. Boulaya']",Metz,2021/01/24,21,lorraine,2021-01-24 15:00:00+01:00,2°,0°,3mm
Brest,0,[],Reims,1,['N. Mbuku'],Reims,2021/01/24,21,champagne-ardenne,2021-01-24 15:00:00+01:00,3°,-1°,4mm
Strasbourg,1,['L. Ajorque'],Dijon,1,['S. Coulibaly'],Dijon,2021/01/24,21,bourgogne,2021-01-24 15:00:00+01:00,4°,-1°,1mm
Lille,1,['J. David'],Rennes,0,[],Rennes,2021/01/24,21,bretagne,2021-01-24 17:00:00+01:00,6°,0°,1mm
Lyon,5,"['T. Kadewere', 'Marcelo', 'Marcelo', 'T. Kadewere', 'D. Bouanga']",Saint-Étienne,0,[],Saint-Étienne,2021/01/24,21,rh-ne-alpes,2021-01-24 21:00:00+01:00,4°,-1°,1mm
Lorient,0,[],Nîmes,1,['R. Ripart'],Nîmes,2021/02/24,21,languedoc-roussillon,2021-02-24 19:00:00+01:00,17°,10°,0mm
Bordeaux,1,['S. Kalu'],Lyon,2,"['K. Toko', 'L. Dubois']",Lyon,2021/01/29,22,rh-ne-alpes,2021-01-29 21:00:00+01:00,13°,10°,11mm
Lens,2,"['C. Doucouré', 'G. Kakuta']",Montpellier,1,['S. Wahi'],Montpellier,2021/01/30,22,languedoc-roussillon,2021-01-30 17:00:00+01:00,12°,10°,5mm
Saint-Étienne,1,['C. Abi'],Nice,0,[],Nice,2021/01/31,22,provence-alpes-c-te-d-azur,2021-01-31 13:00:00+01:00,13°,10°,5mm
Paris-SG,2,"['Neymar (s.p.)', 'Neymar (s.p.)']",Lorient,3,"['L. Abergel', 'Y. Wissa', 'T. Moffi']",Lorient,2021/01/31,22,bretagne,2021-01-31 15:00:00+01:00,10°,8°,10mm
Metz,4,"['F. Boulaya', 'P. Sarr', 'P. Yade', 'V. Dias']",Brest,2,"['F. Honorat', 'I. Cardona']",Brest,2021/01/31,22,bretagne,2021-01-31 15:00:00+01:00,10°,8°,10mm
Nîmes,1,['R. Ripart'],Angers,3,"['P. Capelle', 'L. Coulibaly', 'L. Diony']",Angers,2021/01/31,22,pays-de-la-loire,2021-01-31 15:00:00+01:00,10°,9°,10mm
Reims,1,['D. Kutesa'],Strasbourg,0,[],Strasbourg,2021/01/31,22,alsace,2021-01-31 15:00:00+01:00,3°,2°,3mm
Dijon,0,[],Lille,1,['Y. Yazici'],Lille,2021/01/31,22,nord-pas-de-calais,2021-01-31 17:00:00+01:00,3°,-1°,0mm
Monaco,2,"['G. Maripan', 'K. Volland']",Nantes,1,['R. Emond'],Nantes,2021/01/31,22,pays-de-la-loire,2021-01-31 21:00:00+01:00,10°,9°,5mm
Rennes,0,[],Marseille,1,['M. Cuisance'],Marseille,2021/03/10,22,provence-alpes-c-te-d-azur,2021-03-10 19:00:00+01:00,16°,8°,0mm
Lille,3,"['Y. Yazici', 'T. Weah', 'J. David']",Bordeaux,0,[],Bordeaux,2021/02/03,23,aquitaine,2021-02-03 19:00:00+01:00,14°,12°,3mm
Lorient,1,['Q. Boisgard'],Rennes,1,['M. Terrier'],Rennes,2021/02/03,23,bretagne,2021-02-03 19:00:00+01:00,11°,9°,12mm
Montpellier,1,['G. Laborde'],Metz,1,['P. Sarr'],Metz,2021/02/03,23,lorraine,2021-02-03 19:00:00+01:00,11°,9°,27mm
Angers,0,[],Reims,0,[],Reims,2021/02/03,23,champagne-ardenne,2021-02-03 19:00:00+01:00,11°,9°,14mm
Brest,2,"['G. Charbonnier', '+4 J.']",Strasbourg,2,"['A. Thomasson', 'J. Aholou']",Strasbourg,2021/02/03,23,alsace,2021-02-03 19:00:00+01:00,11°,9°,11mm
Lyon,1,['L. Paqueta'],Dijon,0,[],Dijon,2021/02/03,23,bourgogne,2021-02-03 21:00:00+01:00,12°,9°,1mm
Nîmes,0,[],Paris-SG,3,"['A. Di', 'P. Sarabia', 'K. Mbappé']",Paris,2021/02/03,23,ile-de-france,2021-02-03 21:00:00+01:00,12°,10°,12mm
Nice,1,['P. Lees-Melou'],Monaco,2,"['W. Ben', 'W. Ben']",Monaco,2021/02/03,23,provence-alpes-c-te-d-azur,2021-02-03 21:00:00+01:00,13°,11°,0mm
Marseille,2,"['F. Thauvin', '+2 A.']",Lens,2,"['F. Sotoca', 'F. Medina']",Lens,2021/02/03,23,nord-pas-de-calais,2021-02-03 21:00:00+01:00,10°,8°,21mm
Nantes,1,['R. Kolo'],Saint-Étienne,1,['M. Camara'],Saint-Étienne,2021/02/03,23,rh-ne-alpes,2021-02-03 21:00:00+01:00,12°,8°,0mm
Reims,0,[],Lorient,1,['L. Abergel'],Lorient,2021/02/06,24,bretagne,2021-02-06 17:00:00+01:00,9°,5°,0mm
